tweetId,time_local,text
1048188600851080000,"2018-10-05 12:30:11+00","#Vietnam: 10 tonnes of #ivory and #pangolin scales seized in Danang https://WebAddressRemoved #Nigeria… https://WebAddressRemoved
1048187383907270000,"2018-10-05 12:25:21+00","#Vietnam authorities unravel 8 tons of #pangolin scales and #ivory from #Nigeria via @UserNameRemoved
https://WebAddressRemoved
#WildlifeJustice"
1048186539157700000,"2018-10-05 12:21:59+00","Yall really never seen a pangolin before? https://WebAddressRemoved
1048185927611210000,"2018-10-05 12:19:34+00","Vietnam seizes 10 tons of pangolin scales, ivory shipped from Africa https://WebAddressRemoved
1048183412820000000,"2018-10-05 12:09:34+00","Lill update on my broken body. not taking painkillers anymore and monday i can get a cast on my leg that allows me to walk again!"
1048182678351170000,"2018-10-05 12:06:39+00","@UserNameRemoved @UserNameRemoved @UserNameRemoved How did this leak onto the net?!"
1048181144368430000,"2018-10-05 12:00:33+00","In this week's NEWS wrap there have been two cases of an elephant trampling a tourist in Zimbabwe; authorities in V… https://WebAddressRemoved
1048179415681780000,"2018-10-05 11:53:41+00","Vietnam makes fresh ivory, pangolin haul from Nigeria

https://WebAddressRemoved
1048178645142070000,"2018-10-05 11:50:37+00","This comes a week after officials discovered over 800kg of pangolin scales and nearly 200kg of elephant ivory in a… https://WebAddressRemoved
1048176804895310000,"2018-10-05 11:43:19+00","Spotted in Africa! Jenni Cherry has shared this special sighting she had while out on a game drive in a South Afric… https://WebAddressRemoved
1048175071808900000,"2018-10-05 11:36:25+00","@UserNameRemoved Disgusting - well done for authorities seizing it - the lust for ivory and pangolin is beyond disgusting… https://WebAddressRemoved
1048172084453680000,"2018-10-05 11:24:33+00","Vietnam seizes 10 tons of pangolin scales, ivory shipped from Africa https://WebAddressRemoved
1048170876338950000,"2018-10-05 11:19:45+00","Vietnam seizes 10 tons of pangolin scales, ivory shipped from Africa: Custom officials at… https://WebAddressRemoved
1048170741961820000,"2018-10-05 11:19:13+00","Stopping the roll into decline: how conservationists are hoping to save the Philippine pangolin - BBC Wildlife Maga… https://WebAddressRemoved
1048168465205530000,"2018-10-05 11:10:10+00","Vietnam makes fresh ivory, pangolin haul from Nigeria https://WebAddressRemoved
1048166076197060000,"2018-10-05 11:00:41+00","The Pangolin's Puzzle combines strategy games with cute misfit animals. What more could you want? https://WebAddressRemoved
1048165008167900000,"2018-10-05 10:56:26+00","Vietnam makes fresh ivory, pangolin haul from Nigeria https://WebAddressRemoved
1048162262068820000,"2018-10-05 10:45:31+00","Vietnam makes fresh ivory, pangolin haul from Nigeria https://WebAddressRemoved
1048159422751470000,"2018-10-05 10:34:14+00","@UserNameRemoved DR3 one line review -- massive decrease in profitability off the bat; draws 1500W at default setting… https://WebAddressRemoved
1048158372422330000,"2018-10-05 10:30:04+00","Vietnam makes fresh ivory, pangolin haul from Nigeria https://WebAddressRemoved
1048157873497230000,"2018-10-05 10:28:05+00","How the hell do the amass 8 tons of pangolin scales? How many animals does that represent? https://WebAddressRemoved
1048157787895690000,"2018-10-05 10:27:45+00","#Vietnam has seized eight tonnes of #Pangolin scales and #Elephant #Ivory shipped from #Nigeria - the second such h… https://WebAddressRemoved
1048157769772100000,"2018-10-05 10:27:40+00","#Vietnam makes fresh #ivory, #pangolin haul from #Nigeria https://WebAddressRemoved via @UserNameRemoved
1048157623697076225,2018-10-05 10:27:05+00,""Vietnam makes fresh ivory, pangolin haul from Nigeria https://WebAddressRemoved
1048156460394470000,"2018-10-05 10:22:28+00","@UserNameRemoved It's kind of like a Pangolin Lizard 😮 Coooooool! 😁"
1048154522865070000,"2018-10-05 10:14:46+00","I had a dream last night where I'd snuck into a Tory conference to get proof of some lies and Theresa May walked pa… https://WebAddressRemoved
1048154273731830000,"2018-10-05 10:13:47+00","Vietnam has seized eight tonnes of pangolin scales and elephant ivory shipped from Nigeria https://WebAddressRemoved
1048154210884360000,"2018-10-05 10:13:32+00","Vietnam has seized eight tonnes of pangolin scales and elephant ivory shipped from Nigeria, the second haul in a week"
1048146891085700000,"2018-10-05 09:44:27+00","I've just posted a new blog: Vietnam seizes eight tonnes of ivory, pangolin scales https://WebAddressRemoved October… https://WebAddressRemoved
1048145952123440000,"2018-10-05 09:40:43+00","Vietnam makes fresh ivory, pangolin haul from Nigeria - +GENERAL PHYSICS LABORATORY (GPL)

Vietnam has seized eight… https://WebAddressRemoved
1048143317236690000,"2018-10-05 09:30:15+00","Large seizure of #Ivory and #pangolin scales made in #Vietnam last week. The shipment originating from #Nigeria was… https://WebAddressRemoved
1048136779176560000,"2018-10-05 09:04:16+00","Vietnam makes fresh ivory, pangolin haul from Nigeria https://WebAddressRemoved
1048135892228040000,"2018-10-05 09:00:44+00","@UserNameRemoved launch project to help save the Philippine pangolin | Discover Animals: https://WebAddressRemoved #dscvranimals #conservation"
1048133297497360000,"2018-10-05 08:50:26+00","Vietnam makes fresh ivory, pangolin haul from Nigeria https://WebAddressRemoved
1048133105800890000,"2018-10-05 08:49:40+00","New post: Project launched to help save the Philippine pangolin https://WebAddressRemoved
1048131967508800000,"2018-10-05 08:45:09+00","Vietnam makes fresh #ivory, #pangolin haul from Nigeria https://WebAddressRemoved
1048131489521520000,"2018-10-05 08:43:15+00","VIETNAM MAKES FRESH IVORY, PANGOLIN HAUL FROM NIGERIA

Hanoi (AFP) – Vietnam has seized eight tonnes of pangolin sc… https://WebAddressRemoved
1048130092411620000,"2018-10-05 08:37:42+00","Odile: Vietnamese authorities have seized more than eight metric tonnes of pangolin scales and ivory in one of the… https://WebAddressRemoved
1048129484719830000,"2018-10-05 08:35:17+00","This is the African Pangolin (still alive today) [via https://WebAddressRemoved https://WebAddressRemoved
1048125418451170000,"2018-10-05 08:19:07+00","Vietnam makes fresh ivory, pangolin haul from Nigeria https://WebAddressRemoved
1048123169222150000,"2018-10-05 08:10:11+00","@UserNameRemoved @UserNameRemoved They couldn't care less about anyone. We can also kiss our rhino, elephant, donkey, abalone… https://WebAddressRemoved
1048121290442400000,"2018-10-05 08:02:43+00","Vietnam makes fresh ivory, pangolin haul from Nigeria https://WebAddressRemoved
1048120065646720000,"2018-10-05 07:57:51+00","[Yemi Oloyede] Vietnam makes fresh ivory, pangolin haul from Nigeria https://WebAddressRemoved https://WebAddressRemoved
1048118965610930000,"2018-10-05 07:53:29+00","Vietnam makes fresh ivory, pangolin haul from Nigeria https://WebAddressRemoved
1048118655622530000,"2018-10-05 07:52:15+00","@crypto_blkbeard Yup. They work on pangolin mainly as far as i know (pay gateway)"
1048117869379090000,"2018-10-05 07:49:07+00","Vietnamese authorities have seized more than eight metric tonnes of #pangolin scales and #ivory in one of the South… https://WebAddressRemoved
1048116851757090000,"2018-10-05 07:45:05+00","Vietnam seizes eight tonnes of pangolin scales and elephant ivory shipped from Nigeria - the second such haul in a… https://WebAddressRemoved
1048116807612220000,"2018-10-05 07:44:54+00","@RottingVale My brother used to mix up phlegm with flesh when he was little, so he'd do stuff like toddle into the… https://WebAddressRemoved
1048116158560440000,"2018-10-05 07:42:19+00","Vietnam makes fresh ivory, pangolin haul from Nigeria https://WebAddressRemoved
1048113535748910000,"2018-10-05 07:31:54+00","the pangolin is doomed...
Vietnam: Tonnes of ivory and pangolin scale seized in Danang
Authorities of the central c… https://WebAddressRemoved
